name,type,lore
Heavy Aegis,3,
Solum,3,
Trauma,3,
Solid Iron Helmet,3,
Antipollen,1,
Bright Petal,1,
Stack of Coins,1,
Prickly Grass,1,
Nova Bloom,1,
Ivy Sprout,1,
Smokebomb,1,
Purest Tear,1,
Broken Dagger,1,
Talcum,3,
Crying Heart,4,
Pure Jungle Dagger,4,
Marvel,5,"The stellar quality of the coral jewels set into the ring comes from a magical purification process, involving a decade-long soak in mystical Gylia water."
Pure Jungle Bow,4,
Sorrow,3,
Morning Star,4,
Jester Bracelet,5,
Outburst,3,
Letum,3,
Recovery,5,
Abyssal Amulet,5,"Used by the Order of the Abyss to aid their summoning rituals, it contains a strange, fiery energy. It has ties with a terrible demon..."
Vinecrawlers,3,
Pure Jungle Wand,4,
Soundgarden,4,
Searing Knife,4,
Bubble,5,
Charger,3,
Aether,4,
Inmate Outfit,3,
Symphony,3,
Guard's Uniform,3,
Emerald Staff,4,
Acevro,4,
Scalding Scimitar,4,
Wall Breaker,4,
Groundshakers,3,
Quasar,4,
Windscarred Leggings,3,
Tenacity,4,
Australis,4,
Black Ring,5,
Shining Spore,3,
Bane,3,
Router,3,
Ascension,4,
Cloud Cover,3,
Magmatic Plate,3,
Flex,3,
Fluffster,4,
Plated Iron Chestplate,3,
Antipathy,4,
Pure Jungle Spear,4,
Paranoia,4,
Pure Jungle Relik,4,
Diabloviento,4,
Enerxia,4,
Fanatic,5,
Conflagrite,1,
Prismatic Spores,1,
Glowing Scales,1,
Fairy Dust,1,
Werewolf Tail,1,
Shining Wool,1,
Generator Chip,1,
Beastial Viscera,1,
Recluse Venom Sac,1,
Searing Soles,3,
Neon,5,
Short Circuit,3,
Silkworm,3,
Abyssal Walkers,3,
Wind Murmurs,4,
Hellkite's Beak,4,
Spontaneous,5,
Visceral Chest,3,
Vortex,3,
Plated Iron Leggings,3,
Ebrithil,5,
Boomslang,5,
Teal Helm,3,
Ivoire,4,
Chaotic,4,
Heart Piercer,4,
Pandemic,3,
Vis,3,
Cold Snap,3,
Estuarine,4,
Staff of Regrowth,4,
Lichclaw,4,
Forge's Shock,4,
Mercy,5,
Phantasmal Remnants,3,"Memories take on lives of their own, left long enough."
Digested Corpse,3,
Snapdragon,4,
Redemption,3,
Cassiterite,3,
Sleek,4,
Incendiary,5,
Demonio,4,
Allegro,3,
Afterimage,4,This wand is capable of attacks so fast that it appears to flicker in and out of existence. Anyone able to access its full potential will be seen as only a blur to their enemies.
Rollick,3,
Endotherm,3,
Shokku,4,
Clearsight Spectacles,3,"Ancient magicks are required to make these brilliant glasses, imbued with charity and selflessness. They allow sight beyond sight, rumoured to allow sight of a brilliant realm."
Myconid Spores,1,
Lost Talisman,1,
Foul Fluid,1,
Draken,3,
Carapace,3,
Aratera,3,
Chakram,4,"Despite appearing as a basic blade when held, strange spiritual magic changes its form into a sharp, ring-like cutting edge when used to attack. Only one person was known to master the weapon's abilities."
Incinerator,4,
Saint's Shawl,3,
Blade of Shade,4,"The fabled weapon of the titular dark Assassin, the blade's small stature hides its true powers. Shadows undulate about the hilt."
Ethereal,4,"Supposedly based off of the wand of master mage Ethe, this wand is plated with magic-focusing jewels and heavy gold, yet somehow remains entirely weightless."
Blood Moon,3,"Imbued with the blood of the first werewolf, it was kept in Gelibord as a trophy before being stolen. Wearing it is said to mimic the effects of the lycanthropic curse."
Crossroad Killer,4,
Scythe,4,"A psychopath claiming herself to be Death incarnate used this dark-bladed scythe on a killing spree that lasted over a year. It reaped hundreds of lives, including her own."
Thousand Waves,4,
Anarchy,5,\[Community Event Winner\]
Adamantite,3,"Adamantite is a soft metal often added to exotic medicine to increase one's health, but a revolutionary blacksmith on Black Road, created a chestplate with an Adamantite alloy, which is advertised to bolster the users endurance."
October Fires,4,
Psychomend Vest,3,
Saint's Leggings,3,
Mudskipper,3,
Pure Light Spruce Relik,4,
Plasma Staff,4,
Paw,3,
Talisman Charm,5,
Swashbuckler's Brogues,3,
Shadestep,3,
Voidshard,5,
Relentless,4,
Laoc Alcher,4,
Trainer's Pendant,5,
Pure Light Spruce Dagger,4,
Cumulus,3,
Plated Iron Boots,3,
Pure Light Spruce Spear,4,
Ceiling,4,
Stave of the Legends,4,"Crafted exclusively by the Temple of the Legends' mages, this stave is honorary to Mages who best the Temple's Grand Magus."
Aphorism,3,Just because it's been said to death doesn't mean it isn't true.
Crystal Senbon,4,
Saint's Sandals,3,
Comet,5,
Quick-Strike Leggings,3,
Cattail,5,
Legend Guard's Plate,3,
Back-Up Plan,5,
Mind Rot,3,
Troms' Pride,4,
Silencer,3,
Saint's Tunic,3,
Toaster,4,"\[Community Event Winner\] This peculiar weapon was once wielded by the firey warrior Igbar, who used it to great effect in endurance competitions."
Rocher,4,
Howler,3,
Corrupted Nii Shako,3,
Helm Splitter,4,"One of Skien's many deadly weapons. This warhammer, despite the massive weight of the hammerhead, was able to be swung by Skien fast enough to be a blur."
Frost,5,
Shackle of Shade,5,
Remedy,3,
Pure Light Spruce Wand,4,
Pure Light Spruce Bow,4,
Visceral Legs,3,
Courser,4,
Maelstrom,4,"Lost by master sailor Carvel in a massive storm, it was carried all the way out to the city of Selchar, where it was found spewing seafoam and lightning bolts."
Price of Life,3,
Rancid Flesh,1,
Ghostly Membrane,1,
Pristine Claw,1,
Subsuming Darkness,1,
Wriggling Darkness,1,
Fresh Game,1,
More-Pearlescent Jewel,1,
Letvus Delight,1,
Pearlescent Jewel,1,
Elemental Crystal,1,
Titanium Chunk,1,
Ironwood Chips,1,
Large Titanium Chunk,1,
Gylia Oil,2,
Kanderstone Gem,2,
Decay Grains,2,
Light Wood,2,
Decay String,2,
Gylia Meat,2,
Light Paper,2,
Kanderstone Ingot,2,
Bitter Cold,3,
Afelis's Locket,5,A golden locket Afelis always carried with them. Inside is a picture of Afelis embracing a woman in the Detlas square. 'A+E' is inscribed on the front.
Stifling Spores,3,"The beauty of this peculiar grotto takes your breath away. Unfortunately, its spores do too..."
Cirrus,3,
Vorpal,4,
Ionian,4,
Pure Diorite Relik,4,
Crystal,3,"Forged on Mage Island, the sparkling liquid-like armour is as hard as obsidian, but light and fluid as water. It glistens with the magic of the ocean winds."
Ring of Generosity,5,
Canopy,3,
Lazarus' Brace,5,
Steam Vent,4,
The Jingling Jester,3,"Jingle jangle, while shaking your bells. Jingle jangle come the pockets of cash... Catch the trickster, send them to hell,"" their money is gone and off you've dashed! "
Pure Diorite Wand,4,
Kelight's Gauntlet,5,
Visceral Toe,3,
Dirge,4,
Pure Diorite Bow,4,
Raindrop,5,
Pure Diorite Spear,4,
Purity,5,
Backfire,4,
Paladin's Hammer,4,
Gwydion,4,
Ekeloch,3,
Creepvine,5,
Precipice,4,
Sanare,4,
Fiery Torc,5,
Plated Iron Helmet,3,
Pure Diorite Dagger,4,
Irradiation,4,
Jester Ring,5,
Severed Heart,1,
Archangel,4,"The unwieldy, yet imposing stature of this massive sickle strikes awe into those who view it. Those who have the will to wield it, however, seem to garner respect from all those around them, as though they had become a god."
Helmet of Legends,3,
Jungle Artifact,4,
Kilauea,4,
Coursing Mail,3,
Prestidigitation,3,
Fog,5,
Growth,5,
Overclocker,4,
Purified Helmet of the Legends,3,
Reverie,4,
Stasis,4,
Prayer,3,
Anger Point,3,
Remikas' Sanctuary,3,
Thin Iron Chestplate,3,
Parang,4,
Demeter,3,
Visceral Skullcap,3,
Blue Mask,3,"The Blue Mask's physical traits are equal to that of paper, but the mystical properties enhance the wearers personal skills tenfold. The mask is thought to originate from an ancient Dernel tribe."
Stealskull,3,
Cenote,3,
Giant Claw,4,
Petrified Bone,4,
Black Spear,4,
Calcined Estoc,4,
Leafy Stalk,1,
Iridescent Elytra,1,
Squid,1,
Devourer's Maw,1,
Reflection,3,
Thin Iron Leggings,3,
Calcite,3,
Garnet Ring,5,
Pure Spruce Bow,4,
Leikkuri,4,
Fire Wire,3,
Clearwater,4,
Spectral Slingshot,4,
Admiral,3,
Pure Spruce Wand,4,
Vital,5,
Mirror Shard,4,
Pure Spruce Spear,4,
Arakadicus' Leg,4,
Evening Primrose,3,
Pure Spruce Dagger,4,
The Sinner,3,
Glimmer,5,
Spider Leg Suit,3,
Coyote Crest,5,
Hell Walk,3,
Dalaam,3,
Frustration,4,
Pure Spruce Relik,4,
Regulating Charge,4,
Moulded Helm,3,
Fission Blade,4,
Antivenom,5,
Stalagmites,3,"Although these boots are crafted from corrupted stone, they do not exhibit any corruptive effects on their wearers. Speculation abounds as to the reason."
Wavelength,3,
Phrumkin Seeds,1,
Shattered Dawnlight,1,
Ignited Faebloom,1,
Blighted Seraph,4,...It's pulling towards something.
Sodeta Boots,3,"These boots were standard issue to members of the prestigious, and now disbanded, Sodeta Guild, and given as a gift to the owners of Delnar Mansion one day."
Heatwind,4,
Twilight,3,
Rayshyroth's Knowledge,5,
Meikyo Shisui,3,
Seastone Shank,4,
Ironclad,3,
Astral Walkers,3,
Scroll of Nythiar,4,
Azimuth,4,
Cursed Jackboots,3,
Arakadicus' Claw,4,
Kekkai,4,
Rheingold,3,
Eitr,3,
Thin Iron Boots,3,
Sublimator,3,
Svalinn,3,
Circuit Flights,4,
Remikas' Authority,5,"This plain-looking silver bracer is one of the last surviving heirlooms of the first Gavellian king, to be passed down to his heirs. The shimmering metal is said to contain Remikas' soul within it."
Jade Talon,4,
League,5,
Foam Bracer,5,
Leg of the Scared,3,
Impact Winter,3,"Do you think you can survive with a sky choked by snow and ash? More importantly, do you think anything else can?"
Firefly,3,
Ik-El-Van,4,
Atoll,3,
Redbeard's Cutlass,4,
Asymptote,3,
Redbeard's Hand Cannon,4,
Mistweaver,4,
Leopard Blood,1,
Mahogany Heartwood,1,
Snake Skin,1,
Decaying Heart,1,
Curse Gland,1,
Kerasot Sporehead,1,
Pure Light Birch Wand,4,
The Eviscerator,4,\[Community Event Winner\]
Thalassa,5,
Ceremonial Skirt,3,
Sky Reflector,3,
Icicle,4,
Relic Daggers,4,
Thunder Relic Daggers,4,
Babylon's Scale,4,
Rusted Root,4,
Spectre,3,"The dark spectres of the decayed forests have created an insidious helmet to drain the spirit of those who wear it, and become servants to their dark whims. Many have fallen to its allure."
Pure Light Birch Spear,4,
North Pole,4,
Solar Flare,3,
Bladestorm,4,
Firewood,4,
Air Relic Dagger,4,
Pure Light Birch Relik,4,
Thin Iron Helmet,3,
Fellowship,5,
Lethality,4,
Myrrh,5,
Air Relic Daggers,4,
Hesperium,4,Watch as they receive your gift of imminent disaster and endless fallout.
Water Relic Daggers,4,
Rotten Wood,4,
Sealskin Parka,3,
Pure Light Birch Bow,4,
Fire Relic Dagger,4,
Marrow,3,
Earth Relic Daggers,4,
Wolf Bow,4,
Fire Relic Daggers,4,
Tectonics,3,
Charm of the Vampire,5,
Pure Light Birch Dagger,4,
Psithurism,3,
Poinsettia,4,
Skull Bandanna,3,
Infected Band,5,
Tempered Boots,3,
Pure,4,"Carved directly from the mysterious rock that hit Gavel 50 years ago, this pure white wand glows with cosmic energy unknown."
Barbarossa,5,
Heaven's Gate,4,
Donner,5,
Phage Pins,3,"Salvaged from the limbs of the Vulcor Adrenophage, they radiate extreme heat,  suffusing the body they attach to with that same heat. It almost feels as though your blood is heating to a frenetic boil."
Infernus Aeterna,4,...It's pulling towards something.
Ultramarine Cape,3,
Onyx Anchor,4,
Druid's Ring,5,
Polar Star,4,
The Exile,4,"This indestructible dagger was found floating in the magma of the Molten Heights, with a lament from its exiled smith carved onto the hilt."
Bloudil,3,
Redirection,3,
Unspeakable,5,"The wielders of this cursed glassen bauble are rendered mute. The effect is reversed after the item is removed, but the longer it is worn, the longer the curse remains."
Tenebrous Plasma,1,
Faebloom Petal,1,
Wybel Taffy,1,
Ice Cream Sandwich,1,
Sugar Stick,1,
Cursed Ashes,1,
Nasty Residue,1,
Sanctified Sheep Soul,1,
Cocoa Caps,1,
Thermal Replication,1,
Ironwood Scale,1,
Tribal Tome,1,
Rime-Webbed Antlers,3,
Elk's Hoof,3,
Algaa,4,
Call to Concord,5,"\[Community Event Winner\] Reverberating with the bravery and residual strength of fallen Wynn soldiers, every casualty only serves to harden the resolve it instills in the wearer."
Acrobat,4,
Bianco,4,
Stringhollow,4,
Aneurysm,3,
Sheathed Glaive,4,
Upgraded Orc Mask,3,
Old Maple Spear,4,
Chlorine,5,
Whirl,5,
Cloak of Luminosity,3,
Electrophorus,3,
Sublime,3,
Fire Sword Style-2,4,
Kapok,3,
Tempest,4,
Tribulation,4,
Reverb,3,
Ashes Anew,4,
World Splitter,4,
Ohms' Wish,4,"""If anyone finds this, leave it at my Gale's gravesite. I promised her a memento, too."" This inscription is extremely weathered."
Bermuda,5,
Cracked Iron Chestplate,3,
Lycanthropy,4,
Collier's Guard,3,
Azotar,4,
Gleeman's Tale,3,
Cementing Arrow,4,
Kelight's Shield,3,"Used by the Temple of the Legends' strongest guard, the shielded plating is enchanted with a powerful ward to stave off the effects of the corruption."
Orc Mask,3,
Whitewater,3,
Montefiore,3,
Noun,4,
Roiling Ruckus,4,Not knowing what's going on is the best part!
Semreh,3,
Ornate Band,5,
Vigor,4,
Soul Wreath,3,
Siren Killer,4,
Vampire Blocker,3,
Ruins Shard,1,
Chitin Plate,1,
Luxroot Cuttings,1,
Windswept Roots,1,
Defiled Luxroot,1,
Ancient Metal,1,
Soul Amalgamate,1,
Essence of Dusk,1,
Rumble,4,
Grounder,4,
Pure Andesite Bow,4,
Atroce,3,
Cracked Iron Leggings,3,
Tremorstep,3,
The Medic,4,
Bull,4,
Granite Helm,3,
Sunstruck,4,
Dark Band,5,
Precedence,4,
Sarnfic's Lost Treasure,5,
Ultramarine Belt,3,
Firequake,3,
Pure Andesite Dagger,4,
Aerokinesis,4,
Barbaric Amulet,5,
Mirror's Edge,3,
Chaotic Amulet,5,
Ectoplasm,3,
Salt Sea,5,
Pure Andesite Wand,4,
Arcus,3,
Ariodo's Dial,5,
Millennium,3,"Cosmic energy permeates this deceptively dull-looking chestplate, having been crafted with stardust from a comet that only passes over Wynn every 1000 years."
Cleanshear,3,
Stranglevine,4,
Sunrise,4,
Adanac,3,
Crash,5,
Sapphire Shard,4,
Scalding Band,5,
Droughted Amulet,5,
Troms Kid Badge,5,
Silicosis,3,
Night Rush,4,
Augoeides,3,\[Community Event Winner\]
Maritime Cavaliers,3,
Remikas' Righteousness,4,"Despite this mace never seeing use by Remikas, it was seen as a symbol of the might of his rule over Gavel. Its true abilities in battle have never been seen."
Privateering,5,
Chlorofury,4,
Pure Andesite Spear,4,
Adrift,4,
Thundersnow,3,
Pure Andesite Relik,4,
Sphyken,4,
Opium,3,
Frostbite,3,
Murk,3,
Coral Charm,5,
Lasting,5,
Strange Trinket,1,
Lashing Hellfire,1,
Lithoflesh,1,
Hellish Cinders,1,
Tangy Nectar,1,
Maroferrous,1,
Native Jadeite,1,
Naval Shard,1,
Naval Stone,1,
Broken Fiddle,1,
Devilish Delight,1,
Maromagnetite,1,
Yale Leather,1,
Tungsten Chunk,1,
Ouragan,4,
Decaying Headdress,3,
Enderman's Feet,3,
Cicada,4,
Anthem,4,
Morph-Ruby,5,
Helmet of Blue Stone,3,
The Elder Wand,4,
Guardian Loop,5,
Vile,4,
Skaxis,4,
Mosquito,4,
Chaos,3,
Opalite,3,
Lead,5,
The Dreamer,4,
Energy Loop,5,
Sharpened Seaglass,4,
Force Loop,5,
Agile Loop,5,
Kindle,3,
The Silent,3,
The Oblivious,3,
Raptor,4,
Rycar's Swagger,5,
Broken Cross,4,
Magical Loop,5,
Storyteller,4,
Sextant,3,
Crew's Breeches,3,
Drifter,4,
Paragon,4,
Decay Burner,4,
Besieged Sanctum,5,
Clairvoyance,4,"The powerful psychic energies surrounding this bow are rumored to increase accuracy, though this has not been refuted by any reliable source."
Barkgraft,4,
Cracked Iron Boots,3,
Conductor's Baton,4,
Ancient Spring Water,1,
Carnage Agglomerate,4,...It's pulling towards something.
Feline Claws,1,
Spectral Spike,1,
Soft Silk,1,
Putrid Spores,1,
Scuttling Syenite,1,
Solcrystal Horn,1,
Terramarine Dust,1,
Black Steel,1,
Unholy Spirit,1,
Electrocharge Greaves,3,
Ultramarine Boots,3,
Odyssey,3,
Cracked Iron Helmet,3,
Pure Birch Dagger,4,
Heartstrings,4,
Obsidian Spire,4,
Rising Sun,4,
Photon,5,
Grave Digger,4,
Pure Birch Bow,4,
Nature's Gift,5,
Flush,4,
Werepelt,3,
Sinkhole,4,
Rusty Sword,4,
Wing Cap,3,
Tear of Pirate Cove,5,
Pure Birch Wand,4,
Mender,3,
Pure Birch Spear,4,
Mighty Pants,3,
Amplitude,3,
Captain's Razor,4,
Tactical Kukri,4,
Ormus,3,
Wolf Tagger,4,
Glowstone Killer,4,
Pure Birch Relik,4,
Fresh Bone,1,
Pilfered Silver,1,
Overgrown Bones,1,
Looted Alloy,1,
Earthquake,4,
Heliophobia,3,
Protolith,3,
Pirate Luck,3,
Searchlight,4,
High-Quality Chain Mail,3,
Wild Gauntlet,4,
Wildfire,3,
Abysso Galoshes,3,"Rumored to be crafted from a Dernic stone, these sinister boots radiate extremely powerful dark energy. They have absorbed the power of the raging seas in their time locked in Sarnfic."
Kerasot Spreader,4,
Jungle Sludge,3,
Apex Predator,5,"Something must always rule the ecosystem, even one as warped as this."
Air Relic Spear,4,
Plasma Sabre,4,
Lightshow,4,
Ohonte Kerhite,4,
Earth Relic Spear,4,
Relic Spear,4,
Capsid Frame,3,
Dragster,3,
Render,5,
Griswold's Edge,4,
Evaporator,3,
Draoi Fair,5,
Succulent Sneakers,3,
Plague Staff,4,"Carried by the Olux Plague Doctor, this simple-looking stick subtly oozes with an unidentifiable substance that is invigorating to the holder, and lethally venomous to anything else."
Vixen,5,
Fire Relic Spear,4,
Lichcall,4,
Insulation,5,
Homeorhesis,5,"Stability is not necessarily found in stasis, but predictability."
Onenya Hronkas,3,
Renda Langit,5,
Polaris,4,
Water Relic Spear,4,
Luster Purge,4,
Thunder Relic Spear,4,
Stronghold,3,
Mail of the Sweltering,3,
Adventurous,5,
Racer's Shoes,3,
Reindeer Paws,3,
Static Wand,4,
Eyes on All,5,A presence of despair watches over the swamp as the Decay spreads.
Extinction,5,"The Decay swept away countless species. As those memories die, they are lost forever."
Dragon's Eye Bracelet,5,
StoneWall,3,
Symbiont,5,Survival is the shared interest of those in the wilds.
Charity,5,
Bad Wolf,3,"The runic message carved on these enigmatic boots cover hundreds of different languages, many of them disused, but what has been translated seems to describe a disaster soon to arrive to the world."
Terminal Velocity,4,...It's pulling towards something.
Kahontsi Ohstyen,4,"Wielded by the chief of the Tromsian jungle's zombie tribes, the augmentable crystals within it focus natural elemental energies to intense levels."
Strikedown,4,
Roasted Chestnut,5,
Sessanta,5,
Defiance,3,
Singed Regrets,3,
Crystal Coil,3,
Atavistic,5,"In the wake of the Decay, the land yearns to return to its old vibrance."
Charm of the Worm,7,
Tome of Combat Mastery,6,
Tome of Defensive Mastery,6,
Rusty Axe Head,1,
Aqua Vitae,1,
Spiked Capsule,1,
Alga,1,
Shiny Gravel,1,
Aquatic Beauty,1,
Resistant Strain,1,
Red Scale,1,
Candy Button,1,
Adventurer's Diary,1,
Victim's Skull,1,
Big Jawbreaker,1,
Acidic Solution,1,
Licorice Ropes,1,
Consecrated Ivory,1,
Ibjub Fruit,1,
Climber's Padding,1,
Koi Oil,2,
Millet String,2,
Cobalt Gem,2,
Dark Paper,2,
Cobalt Ingot,2,
Dark Wood,2,
Koi Meat,2,
Millet Grains,2,
Circlet of Silver Feathers,5,
Meep,5,
Masochist,3,\[Community Event Winner\]
Pure Light Oak Relik,4,
Pure Light Oak Bow,4,
Void Catalyst,4,
Pure Light Oak Spear,4,
Antimony,3,\[Community Event Winner\]
Anokumeme,4,
Synergy,3,
Rycar's Elation,5,"Created from the lip of a wine bottle and dropped in the mystic waters of Lake Gylia, this glass ring seems to follow Rycar's drunken escapades wherever she wanders."
Ultramarine Crown,3,
Ingrainment,3,
Whitecap,4,
Soundwave,4,"This bow's thick string fails to shoot arrows effectively, but instead produces low frequency sound waves that erupt from the source in all directions. The sound can implode the eardrums of an enemy with a single strum."
Talaria,3,
Skyfall,4,
Cerid's Dynamo,4,
Pure Light Oak Wand,4,
Omnia Mors,4,...It's pulling towards something.
Lookout,3,
High-Quality Chain Leggings,3,
Nerium Long Spear,4,
Autumn Leaves,3,
Pure Light Oak Dagger,4,
Magma Rod,4,
Perun's Crown,3,
Palette,4,
Tarnkappe,3,
Repulsion,4,
Galena,3,
Chrysoprase,4,
Demon Seeker,4,
Lapis Necklace,5,
Recharge,3,
Altimeter,4,
Ife,3,
Skien's Paranoia,4,
Soapstone,1,
Ancient Coins,1,
Sealed Blaze,1,
Scorching Horn,1,
Slate Sheet,1,
Secret Herb,1,
Serpentine,4,
Botched Experiment,4,
Tonbo,4,
Sharp,5,
Melon Cutter,4,
Coriolis,3,
Maple,4,
High-Quality Chain Boots,3,
Greaves of Honor,3,
Kratke,3,"Spurred on by a drunken bet, the great Thanos smith Kratke improved a pair of leggings from a rival that were once thought to be perfection."
Marsh Runner,3,
Bob's Lost Leggings,3,
Blueberry,3,
Souffle,4,
Heat Burst,4,
Carrot,4,
Rycar's Bravado,5,
Electrum,3,
Naragath's Hoof,3,
Devotion,5,
Shameful Greaves,3,
Diablo,4,"One of the most unstable wands known to man, using the bark of the Flerisi trunk it reaps firey destruction upon its enemies."
Bloodstained Remains,1,
Rototilled Soil,1,
Squid Brain,1,
Blazing Stimulants,1,
Crumbly Rock,1,
Zhight Weird Magic Rock,1,
Sewer Slugger,4,
Claws of Atypical Expanse,4,
Spear of Vix,4,
Pure Stone Relik,4,
Firesworn,4,
Skien's Fatigues,3,
Mask of Enlightenment,3,
Pure Stone Wand,4,
High-Quality Chain Helmet,3,
Pure Stone Dagger,4,
Electrolytic,4,
Mask of Rage,3,
Pure Stone Bow,4,
Pure Diamond Chestplate,3,
Reaction,3,
Chameleon,3,
Locrian,4,"Skien's trust in others was shattered permanently by the wielder of this dagger, who fell to the corruption and attacked his legion during a great corrupted siege."
Mask of Hate,3,
Crescendo,3,
Rockworm,5,
Pure Stone Spear,4,
Cage of Bones,3,"The ancient bones of the demon Garaheth are stronger than steel. They clamp down when worn to constrict the bearer, inciting a slow madness."
Mask of Fear,3,
Mercury Bomb,4,
Heat Death,4,"Everything slowly loses heat, and will eventually stop moving. Are you prepared?"
Kitten Claw,4,
Mask of Courage,3,
Dragon Skin,3,
Frosted Leggings,3,
Windforce,4,
Absorption,4,
Dolomite,3,
Sentient Slimeball,1,
Tacky Goop,1,
Zhight Coral Piece,1,
Zhight Shiny Stone,1,
Gloomy Orb,1,
Bottled Decay,1,
Isostatic Rebound,3,...It's pulling towards something.
Pure Oak Spear,4,
Drizzling Doublet,3,
Pure Oak Relik,4,
Piranha,3,
Pure Oak Wand,4,
Pure Oak Dagger,4,
The Mark,3,
Deluge,3,
Plasma Ray,4,
Hailstone,3,
Mist,3,
Fierte,4,"Only the most honourable warriors of Gavel's army are presented the fearsome, fiery spear forged from the rarest metals of the Molten Heights."
Skien's Madness,4,
Pure Oak Bow,4,
Squid Dagger,4,
Ice Band,5,
Naga Viper,3,
Refined Chain Mail,3,
Lodestone,5,"The magical oddity known as lodestone has been studied for years as an active counterpart to quartz's passive magical properties. Research continues, but it is valuable when creating magical items."
Magmawalkers,3,
Dravarden,3,
Mach,4,
Burning Torch,4,
Shiny Coin,5,
The Smoking Barrel,4,
Call of the Void,3,"Originating from the unspeakable dark land, looking into the helmet will show nothing but darkness. Wearing it is said to reverse your morality, as if it were draining your will to live into the void."
Mirror,5,
Couteau,4,
Broken Ram Horn,1,
Metal Scraps,1,
Mangrove Root,1,
Rotting Bandage,1,
The Grootslang's Heart,1,
Herbstzeitlose,1,
Big Carapace,1,
Severed Leg,1,
Molten Greaves,3,
Barbed,4,
Joyous,4,
Water Lily,4,
Coal Cadaver,4,
Attrition,4,Outrun. Outsmart. Outlast.
Whirlwind,4,
Jungle Spirit,4,
Granite Plate,3,
Nativitate,4,
Repose,3,...It's pulling towards something.
Olux's Prized Relik,4,This expertly crafted relik was notched by a cryptid-researching fanatic. Its feathers and baubles chime with a soothing melody.
Thunder Relic Wand,4,
Matryoshka Shell,3,The armor worn by the enigmatic Matryoshka Idol. It appears to have a nearly uncountably high number of inlets and sockets set inside.
Air Relic Wand,4,
Despair,4,
Zhight Souvenir Coin,5,
Zhight Powwow Bangle,5,
Cuthroat,4,
Olux's Prized Spear,4,This expertly crafted spear was forged by a cryptid-researching fanatic. It shines brilliantly in even the weakest sunlight.
Yuletide,4,
Prancer,5,
Water Relic Wand,4,
Fire Relic Wand,4,
Green Ornament,5,
Infinity,4,"If you reach for ammunition from your quiver, as long as you have a single arrow, you will find you never run out."
Olux's Prized Dagger,4,This expertly crafted dagger was smithed by a cryptid-researching fanatic. It can chop through even the thickest of the swamp's clay with ease.
Black Skull,3,
Candy Cane,4,
Molten Fleshmass,3,...It's pulling towards something.
Never-Ending Nightmare,3,
Jera,3,
Zhight Shiny Ring,5,
Frankincense,5,
Illuminite,3,
Czytash's Compass,5,
Nitre,3,
Olux's Prized Wand,4,This expertly crafted wand was shaped by a cryptid-researching fanatic. It shimmers with the purest water from the swamp.
Flawless Light Jungle Wand,4,
Blight,4,
Doomsday,4,
Tidebreaker,4,
Flawless Light Jungle Relik,4,
Flawless Light Jungle Bow,4,
Fingertrap,5,
Plague Mask,3,
Fetish,3,
Dual,4,
Hurricane,3,
Alaxica,4,
Dead Man's Flats,3,
Zhight Beaded Broach,5,
Flawless Light Jungle Spear,4,
Earth Relic Wand,4,
Sludge Slicer,4,...It's pulling towards something.
Sacrificial,4,
Krakem,4,
Convallaria,3,
Bovine Cuff,5,
Zhight Coral Band,5,
Zhight Weird Magic Necklace,5,
Light Kaekell,3,
Skien Leggings,3,
Vanilla Spade,4,
White Noise,4,
Karabiner,4,
Ballista,4,
Relic Wand,4,
Crumbling Foundation,3,...It's pulling towards something.
Refined Chain Leggings,3,
Pure Iron Leggings,3,
Capstone,3,
Holiday Spirit,4,
Olux's Prized Bow,4,This expertly crafted bow was whittled by a cryptid-researching fanatic. Its frame was cut from the very toughest tree roots.
Purification Bead,5,
Floodgate,4,
Flawless Light Jungle Dagger,4,
Creepvine Cluster,1,
Broken Steel Blade,1,
Festering Face,1,
Zhight Herbal Mix,1,
Broken Antic Bead,1,
Grootslang Fin,1,
Worm Sign,1,
Red Crystal Dust,1,
Mineral Cinder,1,
Tattered Magic Cloth,1,
Bloated Artery,1,
Bioluminescent Moss,1,
Naga Tail,1,
Broken Steel Hook,1,
Lizard Tail,1,
Lobotomy,3,
Sightlines,3,
Paradigm Shift,4,
Rotten Swamp,4,
Flawless Granite Dagger,4,
Monsoon,4,
Flawless Granite Wand,4,
Ice-cold Robe,3,
Flawless Granite Bow,4,
Flawless Granite Relik,4,
Mould Breaker,5,
Flawless Granite Spear,4,
Garnet,4,
Nesaak's Shadow,3,
Piston String,4,
Creek,3,
Dorian,4,
Flaming Fangs,4,
Wintergreen,4,
Waxed Overalls,3,
Andante,4,
Strobelight,5,
Philophobia,3,
Jester Necklace,5,
Venison,3,"This ancient Elven sacrificial mask contains only a sliver of its previous magic, yet the blessing of the Elven god Entia still greatly empowers those who don it."
Electric Torc,5,
Eil,4,
Refined Chain Boots,3,
Turmoil,4,
Geis,3,
Warlord,4,
Mellow Mango,1,
Galvanic Stone,1,
Zombie Eye,1,
Rebellion,4,
Flawless Jungle Bow,4,
Flawless Jungle Relik,4,
Coyopa,4,
Haze,4,
Living Slime,5,...It's pulling towards something.
Armageddon,4,
Flawless Jungle Spear,4,
Anaklusmos,4,
Blizzard,4,
Flawless Jungle Dagger,4,
Bladerunners,3,
